0/1/-0|
0.0868903/0.996218/-0.0868903|
0.0878865/0.996131/-0.0878865|
0.0888826/0.996042/-0.0888826|
0.0898786/0.995953/-0.0898786|
0.0908745/0.995862/-0.0908745|
0.0918703/0.995771/-0.0918703|
0.092866/0.995679/-0.092866|
0.0938616/0.995585/-0.0938616|
0.0948572/0.995491/-0.0948572|
0.0958526/0.995396/-0.0958526|
0.096848/0.995299/-0.096848|
0.0978432/0.995202/-0.0978432|
0.0988384/0.995103/-0.0988384|
0.0998334/0.995004/-0.0998334|
0.100828/0.994904/-0.100828|
0.101823/0.994803/-0.101823|
0.102818/0.9947/-0.102818|
0.103813/0.994597/-0.103813|
0.104807/0.994493/-0.104807|
0.105802/0.994387/-0.105802|
0.106796/0.994281/-0.106796|
0.10779/0.994174/-0.10779|
0.108784/0.994065/-0.108784|
0.109778/0.993956/-0.109778|
0.110772/0.993846/-0.110772|
0.111766/0.993735/-0.111766|
0.11276/0.993622/-0.11276|
0.113753/0.993509/-0.113753|
0.114747/0.993395/-0.114747|
0.11574/0.99328/-0.11574|
0.116733/0.993163/-0.116733|
0.117726/0.993046/-0.117726|
0.118719/0.992928/-0.118719|
0.119712/0.992809/-0.119712|
0.120705/0.992688/-0.120705|
0.121698/0.992567/-0.121698|
0.12269/0.992445/-0.12269|
0.123683/0.992322/-0.123683|
0.124675/0.992198/-0.124675|
0.125667/0.992072/-0.125667|
0.126659/0.991946/-0.126659|
0.127651/0.991819/-0.127651|
0.128643/0.991691/-0.128643|
0.129634/0.991562/-0.129634|
0.130626/0.991432/-0.130626|
0.131617/0.991301/-0.131617|
0.132608/0.991168/-0.132608|
0.133599/0.991035/-0.133599|
0.13459/0.990901/-0.13459|
0.135581/0.990766/-0.135581|
0.136572/0.99063/-0.136572|
0.137562/0.990493/-0.137562|
0.138553/0.990355/-0.138553|
0.139543/0.990216/-0.139543|
0.140533/0.990076/-0.140533|
0.141523/0.989935/-0.141523|
0.142513/0.989793/-0.142513|
0.143503/0.98965/-0.143503|
0.144493/0.989506/-0.144493|
0.145482/0.989361/-0.145482|
0.146471/0.989215/-0.146471|
0.14746/0.989068/-0.14746|
0.148449/0.98892/-0.148449|
0.149438/0.988771/-0.149438|
0.150427/0.988621/-0.150427|
0.151415/0.98847/-0.151415|
0.152404/0.988318/-0.152404|
0.153392/0.988165/-0.153392|
0.15438/0.988012/-0.15438|
0.155368/0.987857/-0.155368|
0.156356/0.987701/-0.156356|
0.157344/0.987544/-0.157344|
0.158331/0.987386/-0.158331|
0.159318/0.987227/-0.159318|
0.160306/0.987067/-0.160306|
0.161292/0.986907/-0.161292|
0.162279/0.986745/-0.162279|
0.163266/0.986582/-0.163266|
0.164252/0.986418/-0.164252|
0.165239/0.986254/-0.165239|
0.166225/0.986088/-0.166225|
0.167211/0.985921/-0.167211|
0.168197/0.985753/-0.168197|
0.169183/0.985585/-0.169183|
0.170168/0.985415/-0.170168|
0.171153/0.985244/-0.171153|
0.172139/0.985073/-0.172139|
0.173123/0.9849/-0.173123|
0.174108/0.984726/-0.174108|
0.175093/0.984552/-0.175093|
0.176077/0.984376/-0.176077|
0.177062/0.9842/-0.177062|
0.178046/0.984022/-0.178046|
0.17903/0.983844/-0.17903|
0.180014/0.983664/-0.180014|
0.180997/0.983484/-0.180997|
0.18198/0.983302/-0.18198|
0.182964/0.98312/-0.182964|
0.183947/0.982936/-0.183947|
0.18493/0.982752/-0.18493|
0.185912/0.982566/-0.185912|
0.186895/0.98238/-0.186895|
0.187877/0.982193/-0.187877|
0.188859/0.982004/-0.188859|
0.189841/0.981815/-0.189841|
0.190823/0.981624/-0.190823|
0.191804/0.981433/-0.191804|
0.192786/0.981241/-0.192786|
0.193767/0.981048/-0.193767|
0.194748/0.980853/-0.194748|
0.195728/0.980658/-0.195728|
0.196709/0.980462/-0.196709|
0.197689/0.980265/-0.197689|
0.19867/0.980067/-0.19867|
0.19965/0.979867/-0.19965|
0.200629/0.979667/-0.200629|
0.201609/0.979466/-0.201609|
0.202588/0.979264/-0.202588|
0.203567/0.979061/-0.203567|
0.204546/0.978857/-0.204546|
0.205525/0.978652/-0.205525|
0.206504/0.978446/-0.206504|
0.207482/0.978239/-0.207482|
0.20846/0.978031/-0.20846|
0.209438/0.977822/-0.209438|
0.210416/0.977612/-0.210416|
0.211393/0.977401/-0.211393|
0.212371/0.977189/-0.212371|
0.213348/0.976976/-0.213348|
0.214325/0.976762/-0.214325|
0.215301/0.976548/-0.215301|
0.216278/0.976332/-0.216278|
0.217254/0.976115/-0.217254|
0.21823/0.975897/-0.21823|
0.219206/0.975679/-0.219206|
0.220181/0.975459/-0.220181|
0.221157/0.975238/-0.221157|
0.222132/0.975017/-0.222132|
0.223107/0.974794/-0.223107|
0.224081/0.97457/-0.224081|
0.225056/0.974346/-0.225056|
0.22603/0.97412/-0.22603|
0.227004/0.973894/-0.227004|
0.227978/0.973666/-0.227978|
0.228951/0.973438/-0.228951|
0.229925/0.973208/-0.229925|
0.230898/0.972978/-0.230898|
0.231871/0.972747/-0.231871|
0.232843/0.972514/-0.232843|
0.233816/0.972281/-0.233816|
0.234788/0.972047/-0.234788|
0.23576/0.971811/-0.23576|
0.236731/0.971575/-0.236731|
0.237703/0.971338/-0.237703|
0.238674/0.9711/-0.238674|
0.239645/0.970861/-0.239645|
0.240616/0.97062/-0.240616|
0.241586/0.970379/-0.241586|
0.242557/0.970137/-0.242557|
0.243527/0.969894/-0.243527|
0.244496/0.96965/-0.244496|
0.245466/0.969405/-0.245466|
0.246435/0.969159/-0.246435|
0.247404/0.968912/-0.247404|
0.248373/0.968664/-0.248373|
0.249342/0.968416/-0.249342|
0.25031/0.968166/-0.25031|
0.251278/0.967915/-0.251278|
0.252246/0.967663/-0.252246|
0.253213/0.967411/-0.253213|
0.25418/0.967157/-0.25418|
0.255147/0.966902/-0.255147|
0.256114/0.966646/-0.256114|
0.257081/0.96639/-0.257081|
0.258047/0.966132/-0.258047|
0.259013/0.965874/-0.259013|
0.259979/0.965614/-0.259979|
0.260944/0.965354/-0.260944|
0.261909/0.965092/-0.261909|
0.262874/0.96483/-0.262874|
0.263839/0.964567/-0.263839|
0.264803/0.964302/-0.264803|
0.265768/0.964037/-0.265768|
0.266732/0.963771/-0.266732|
0.267695/0.963504/-0.267695|
0.268658/0.963235/-0.268658|
0.269622/0.962966/-0.269622|
0.270584/0.962696/-0.270584|
0.271547/0.962425/-0.271547|
0.272509/0.962153/-0.272509|
0.273471/0.96188/-0.273471|
0.274433/0.961606/-0.274433|
0.275394/0.961331/-0.275394|
0.276356/0.961055/-0.276356|
0.277317/0.960779/-0.277317|
0.278277/0.960501/-0.278277|
0.279237/0.960222/-0.279237|
0.280198/0.959942/-0.280198|
0.281157/0.959662/-0.281157|
0.282117/0.95938/-0.282117|
0.283076/0.959097/-0.283076|
0.284035/0.958814/-0.284035|
0.284994/0.958529/-0.284994|
0.285952/0.958244/-0.285952|
0.28691/0.957958/-0.28691|
0.287868/0.95767/-0.287868|
0.288825/0.957382/-0.288825|
0.289783/0.957092/-0.289783|
0.29074/0.956802/-0.29074|
0.291696/0.956511/-0.291696|
0.292653/0.956219/-0.292653|
0.293609/0.955926/-0.293609|
0.294564/0.955632/-0.294564|
0.29552/0.955337/-0.29552|
0.296475/0.955041/-0.296475|
0.29743/0.954744/-0.29743|
0.298385/0.954446/-0.298385|
0.299339/0.954147/-0.299339|
0.300293/0.953847/-0.300293|
0.301246/0.953546/-0.301246|
0.3022/0.953245/-0.3022|
0.303153/0.952942/-0.303153|
0.304106/0.952638/-0.304106|
0.305058/0.952334/-0.305058|
0.30601/0.952028/-0.30601|
0.306962/0.951722/-0.306962|
0.307914/0.951414/-0.307914|
0.308865/0.951106/-0.308865|
0.309816/0.950797/-0.309816|
0.310767/0.950486/-0.310767|
0.311717/0.950175/-0.311717|
0.312667/0.949863/-0.312667|
0.313617/0.94955/-0.313617|
0.314566/0.949236/-0.314566|
0.315515/0.948921/-0.315515|
0.316464/0.948605/-0.316464|
0.317412/0.948288/-0.317412|
0.31836/0.94797/-0.31836|
0.319308/0.947651/-0.319308|
0.320256/0.947331/-0.320256|
0.321203/0.94701/-0.321203|
0.32215/0.946689/-0.32215|
0.323096/0.946366/-0.323096|
0.324042/0.946043/-0.324042|
0.324988/0.945718/-0.324988|
0.325934/0.945393/-0.325934|
0.326879/0.945066/-0.326879|
0.327824/0.944739/-0.327824|
0.328768/0.944411/-0.328768|
0.329713/0.944081/-0.329713|
0.330657/0.943751/-0.330657|
0.3316/0.94342/-0.3316|
0.332543/0.943088/-0.332543|
0.333486/0.942755/-0.333486|
0.334429/0.942421/-0.334429|
0.335371/0.942086/-0.335371|
0.336313/0.94175/-0.336313|
0.337255/0.941413/-0.337255|
0.338196/0.941076/-0.338196|
0.339137/0.940737/-0.339137|
0.340077/0.940398/-0.340077|
0.341018/0.940057/-0.341018|
0.341957/0.939715/-0.341957|
0.342897/0.939373/-0.342897|
0.343836/0.93903/-0.343836|
0.344775/0.938685/-0.344775|
0.345713/0.93834/-0.345713|
0.346652/0.937994/-0.346652|
0.347589/0.937647/-0.347589|
0.348527/0.937299/-0.348527|
0.349464/0.93695/-0.349464|
0.350401/0.9366/-0.350401|
0.351337/0.936249/-0.351337|
0.352273/0.935897/-0.352273|
0.353209/0.935544/-0.353209|
0.354144/0.935191/-0.354144|
0.355079/0.934836/-0.355079|
0.356014/0.934481/-0.356014|
0.356948/0.934124/-0.356948|
0.357882/0.933767/-0.357882|
0.358816/0.933408/-0.358816|
0.359749/0.933049/-0.359749|
0.360682/0.932689/-0.360682|
0.361614/0.932328/-0.361614|
0.362546/0.931966/-0.362546|
0.363478/0.931603/-0.363478|
0.36441/0.931239/-0.36441|
0.365341/0.930874/-0.365341|
0.366271/0.930508/-0.366271|
0.367202/0.930141/-0.367202|
0.368132/0.929774/-0.368132|
0.369061/0.929405/-0.369061|
0.36999/0.929036/-0.36999|
0.370919/0.928665/-0.370919|
0.371848/0.928294/-0.371848|
0.372776/0.927921/-0.372776|
0.373704/0.927548/-0.373704|
0.374631/0.927174/-0.374631|
0.375558/0.926799/-0.375558|
0.376484/0.926423/-0.376484|
0.377411/0.926046/-0.377411|
0.378336/0.925668/-0.378336|
0.379262/0.925289/-0.379262|
0.380187/0.92491/-0.380187|
0.381112/0.924529/-0.381112|
0.382036/0.924147/-0.382036|
0.38296/0.923765/-0.38296|
0.383884/0.923382/-0.383884|
0.384807/0.922997/-0.384807|
0.38573/0.922612/-0.38573|
0.386652/0.922226/-0.386652|
0.387574/0.921839/-0.387574|
0.388496/0.921451/-0.388496|
0.389417/0.921062/-0.389417|
0.390338/0.920672/-0.390338|
0.391258/0.920281/-0.391258|
0.392178/0.919889/-0.392178|
0.393098/0.919497/-0.393098|
0.394017/0.919103/-0.394017|
0.394936/0.918709/-0.394936|
0.395855/0.918313/-0.395855|
0.396773/0.917917/-0.396773|
0.39769/0.91752/-0.39769|
0.398608/0.917122/-0.398608|
0.399525/0.916722/-0.399525|
0.400441/0.916322/-0.400441|
0.401357/0.915922/-0.401357|
0.402273/0.91552/-0.402273|
0.403188/0.915117/-0.403188|
0.404103/0.914713/-0.404103|
0.405018/0.914309/-0.405018|
0.405932/0.913903/-0.405932|
0.406845/0.913497/-0.406845|
0.407759/0.91309/-0.407759|
0.408672/0.912681/-0.408672|
0.409584/0.912272/-0.409584|
0.410496/0.911862/-0.410496|
0.411408/0.911451/-0.411408|
0.412319/0.91104/-0.412319|
0.41323/0.910627/-0.41323|
0.41414/0.910213/-0.41414|
0.41505/0.909799/-0.41505|
0.41596/0.909383/-0.41596|
0.416869/0.908967/-0.416869|
0.417778/0.908549/-0.417778|
0.418686/0.908131/-0.418686|
0.419594/0.907712/-0.419594|
0.420501/0.907292/-0.420501|
0.421409/0.906871/-0.421409|
0.422315/0.906449/-0.422315|
0.423221/0.906026/-0.423221|
0.424127/0.905603/-0.424127|
0.425033/0.905178/-0.425033|
0.425938/0.904753/-0.425938|
0.426842/0.904326/-0.426842|
0.427746/0.903899/-0.427746|
0.42865/0.903471/-0.42865|
0.429553/0.903042/-0.429553|
0.430456/0.902612/-0.430456|
0.431358/0.902181/-0.431358|
0.43226/0.901749/-0.43226|
0.433162/0.901316/-0.433162|
0.434063/0.900883/-0.434063|
0.434964/0.900448/-0.434964|
0.435864/0.900013/-0.435864|
0.436764/0.899576/-0.436764|
0.437663/0.899139/-0.437663|
0.438562/0.898701/-0.438562|
0.43946/0.898262/-0.43946|
0.440358/0.897822/-0.440358|
0.441256/0.897381/-0.441256|
0.442153/0.89694/-0.442153|
0.44305/0.896497/-0.44305|
0.443946/0.896054/-0.443946|
0.444842/0.895609/-0.444842|
0.445737/0.895164/-0.445737|
0.446632/0.894718/-0.446632|
0.447527/0.894271/-0.447527|
0.448421/0.893823/-0.448421|
0.449314/0.893374/-0.449314|
0.450207/0.892924/-0.450207|
0.4511/0.892473/-0.4511|
0.451992/0.892022/-0.451992|
0.452884/0.891569/-0.452884|
0.453775/0.891116/-0.453775|
0.454666/0.890662/-0.454666|
0.455557/0.890207/-0.455557|
0.456447/0.889751/-0.456447|
0.457336/0.889294/-0.457336|
0.458225/0.888836/-0.458225|
0.459114/0.888377/-0.459114|
0.460002/0.887918/-0.460002|
0.46089/0.887457/-0.46089|
0.461777/0.886996/-0.461777|
0.462664/0.886534/-0.462664|
0.46355/0.886071/-0.46355|
0.464436/0.885607/-0.464436|
0.465321/0.885142/-0.465321|
0.466206/0.884676/-0.466206|
0.46709/0.88421/-0.46709|
0.467974/0.883742/-0.467974|
0.468858/0.883274/-0.468858|
0.469741/0.882804/-0.469741|
0.470623/0.882334/-0.470623|
0.471506/0.881863/-0.471506|
0.472387/0.881391/-0.472387|
0.473268/0.880918/-0.473268|
0.474149/0.880445/-0.474149|
0.475029/0.87997/-0.475029|
0.475909/0.879495/-0.475909|
0.476788/0.879018/-0.476788|
0.477667/0.878541/-0.477667|
0.478545/0.878063/-0.478545|
0.479423/0.877584/-0.479423|
0.4803/0.877104/-0.4803|
0.481177/0.876623/-0.481177|
0.482054/0.876142/-0.482054|
0.482929/0.875659/-0.482929|
0.483805/0.875176/-0.483805|
0.48468/0.874692/-0.48468|
0.485554/0.874207/-0.485554|
0.486428/0.873721/-0.486428|
0.487302/0.873234/-0.487302|
0.488175/0.872746/-0.488175|
0.489047/0.872257/-0.489047|
0.489919/0.871768/-0.489919|
0.490791/0.871278/-0.490791|
0.491662/0.870786/-0.491662|
0.492532/0.870294/-0.492532|
0.493402/0.869801/-0.493402|
0.494272/0.869307/-0.494272|
0.495141/0.868813/-0.495141|
0.496009/0.868317/-0.496009|
0.496877/0.867821/-0.496877|
0.497745/0.867323/-0.497745|
0.498612/0.866825/-0.498612|
0.499479/0.866326/-0.499479|
0.500345/0.865826/-0.500345|
0.50121/0.865326/-0.50121|
0.502075/0.864824/-0.502075|
0.50294/0.864321/-0.50294|
0.503804/0.863818/-0.503804|
0.504667/0.863314/-0.504667|
0.505531/0.862809/-0.505531|
0.506393/0.862303/-0.506393|
0.507255/0.861796/-0.507255|
0.508117/0.861288/-0.508117|
0.508978/0.86078/-0.508978|
0.509838/0.86027/-0.509838|
0.510698/0.85976/-0.510698|
0.511558/0.859249/-0.511558|
0.512417/0.858737/-0.512417|
0.513275/0.858224/-0.513275|
0.514133/0.85771/-0.514133|
0.514991/0.857196/-0.514991|
0.515847/0.85668/-0.515847|
0.516704/0.856164/-0.516704|
0.51756/0.855647/-0.51756|
0.518415/0.855129/-0.518415|
0.51927/0.85461/-0.51927|
0.520124/0.854091/-0.520124|
0.520978/0.85357/-0.520978|
0.521831/0.853049/-0.521831|
0.522684/0.852526/-0.522684|
0.523537/0.852003/-0.523537|
0.524388/0.851479/-0.524388|
0.525239/0.850954/-0.525239|
0.52609/0.850429/-0.52609|
0.52694/0.849902/-0.52694|
0.52779/0.849375/-0.52779|
0.528639/0.848847/-0.528639|
0.529488/0.848318/-0.529488|
0.530336/0.847788/-0.530336|
0.531183/0.847257/-0.531183|
0.53203/0.846725/-0.53203|
0.532877/0.846193/-0.532877|
0.533722/0.84566/-0.533722|
0.534568/0.845126/-0.534568|
0.535413/0.844591/-0.535413|
0.536257/0.844055/-0.536257|
0.537101/0.843518/-0.537101|
0.537944/0.842981/-0.537944|
0.538787/0.842442/-0.538787|
0.539629/0.841903/-0.539629|
0.54047/0.841363/-0.54047|
0.541312/0.840822/-0.541312|
0.542152/0.84028/-0.542152|
0.542992/0.839738/-0.542992|
0.543832/0.839194/-0.543832|
0.54467/0.83865/-0.54467|
0.545509/0.838105/-0.545509|
0.546347/0.837559/-0.546347|
0.547184/0.837012/-0.547184|
0.548021/0.836465/-0.548021|
0.548857/0.835916/-0.548857|
0.549693/0.835367/-0.549693|
0.550528/0.834817/-0.550528|
0.551362/0.834266/-0.551362|
0.552196/0.833714/-0.552196|
0.55303/0.833162/-0.55303|
0.553862/0.832608/-0.553862|
0.554695/0.832054/-0.554695|
0.555526/0.831499/-0.555526|
0.556358/0.830943/-0.556358|
0.557188/0.830386/-0.557188|
0.558018/0.829829/-0.558018|
0.558848/0.82927/-0.558848|
0.559677/0.828711/-0.559677|
0.560505/0.828151/-0.560505|
0.561333/0.82759/-0.561333|
0.562161/0.827028/-0.562161|
0.562987/0.826466/-0.562987|
0.563813/0.825902/-0.563813|
0.564639/0.825338/-0.564639|
0.565464/0.824773/-0.565464|
0.566289/0.824207/-0.566289|
0.567113/0.82364/-0.567113|
0.567936/0.823073/-0.567936|
0.568759/0.822505/-0.568759|
0.569581/0.821935/-0.569581|
0.570402/0.821365/-0.570402|
0.571224/0.820795/-0.571224|
0.572044/0.820223/-0.572044|
0.572864/0.81965/-0.572864|
0.573683/0.819077/-0.573683|
0.574502/0.818503/-0.574502|
0.57532/0.817928/-0.57532|
0.576138/0.817352/-0.576138|
0.576955/0.816776/-0.576955|
0.577771/0.816199/-0.577771|
0.578587/0.81562/-0.578587|
0.579403/0.815041/-0.579403|
0.580217/0.814462/-0.580217|
0.581032/0.813881/-0.581032|
0.581845/0.8133/-0.581845|
0.582658/0.812717/-0.582658|
0.583471/0.812134/-0.583471|
0.584282/0.81155/-0.584282|
0.585094/0.810966/-0.585094|
0.585904/0.81038/-0.585904|
0.586714/0.809794/-0.586714|
0.587524/0.809207/-0.587524|
0.588333/0.808619/-0.588333|
0.589141/0.80803/-0.589141|
0.589949/0.807441/-0.589949|
0.590756/0.80685/-0.590756|
0.591563/0.806259/-0.591563|
0.592368/0.805667/-0.592368|
0.593174/0.805074/-0.593174|
0.593979/0.804481/-0.593979|
0.594783/0.803886/-0.594783|
0.595586/0.803291/-0.595586|
0.596389/0.802695/-0.596389|
0.597192/0.802099/-0.597192|
0.597993/0.801501/-0.597993|
0.598795/0.800903/-0.598795|
0.599595/0.800303/-0.599595|
0.600395/0.799703/-0.600395|
0.601195/0.799103/-0.601195|
0.601993/0.798501/-0.601993|
0.602792/0.797899/-0.602792|
0.603589/0.797295/-0.603589|
0.604386/0.796691/-0.604386|
0.605183/0.796087/-0.605183|
0.605978/0.795481/-0.605978|
0.606774/0.794875/-0.606774|
0.607568/0.794268/-0.607568|
0.608362/0.79366/-0.608362|
0.609155/0.793051/-0.609155|
0.609948/0.792441/-0.609948|
0.61074/0.791831/-0.61074|
0.611532/0.79122/-0.611532|
0.612323/0.790608/-0.612323|
0.613113/0.789995/-0.613113|
0.613903/0.789382/-0.613903|
0.614692/0.788767/-0.614692|
0.61548/0.788152/-0.61548|
0.616268/0.787537/-0.616268|
0.617055/0.78692/-0.617055|
0.617842/0.786302/-0.617842|
0.618628/0.785684/-0.618628|
0.619413/0.785065/-0.619413|
0.620198/0.784445/-0.620198|
0.620982/0.783825/-0.620982|
0.621766/0.783203/-0.621766|
0.622548/0.782581/-0.622548|
0.623331/0.781958/-0.623331|
0.624112/0.781335/-0.624112|
0.624893/0.78071/-0.624893|
0.625674/0.780085/-0.625674|
0.626453/0.779459/-0.626453|
0.627233/0.778832/-0.627233|
0.628011/0.778204/-0.628011|
0.628789/0.777576/-0.628789|
0.629566/0.776947/-0.629566|
0.630343/0.776317/-0.630343|
0.631119/0.775686/-0.631119|
0.631894/0.775055/-0.631894|
0.632669/0.774422/-0.632669|
0.633443/0.773789/-0.633443|
0.634216/0.773156/-0.634216|
0.634989/0.772521/-0.634989|
0.635762/0.771886/-0.635762|
0.636533/0.771249/-0.636533|
0.637304/0.770612/-0.637304|
0.638074/0.769975/-0.638074|
0.638844/0.769336/-0.638844|
0.639613/0.768697/-0.639613|
0.640381/0.768057/-0.640381|
0.641149/0.767416/-0.641149|
0.641916/0.766775/-0.641916|
0.642683/0.766133/-0.642683|
0.643448/0.76549/-0.643448|
0.644214/0.764846/-0.644214|
0.644978/0.764201/-0.644978|
0.645742/0.763556/-0.645742|
0.646505/0.76291/-0.646505|
0.647268/0.762263/-0.647268|
0.64803/0.761615/-0.64803|
0.648791/0.760967/-0.648791|
0.649552/0.760318/-0.649552|
0.650312/0.759668/-0.650312|
0.651071/0.759017/-0.651071|
0.65183/0.758366/-0.65183|
0.652588/0.757713/-0.652588|
0.653345/0.75706/-0.653345|
0.654102/0.756407/-0.654102|
0.654858/0.755752/-0.654858|
0.655613/0.755097/-0.655613|
0.656368/0.754441/-0.656368|
0.657122/0.753784/-0.657122|
0.657875/0.753127/-0.657875|
0.658628/0.752468/-0.658628|
0.65938/0.751809/-0.65938|
0.660132/0.75115/-0.660132|
0.660883/0.750489/-0.660883|
0.661633/0.749828/-0.661633|
0.662382/0.749166/-0.662382|
0.663131/0.748503/-0.663131|
0.663879/0.74784/-0.663879|
0.664627/0.747176/-0.664627|
0.665374/0.746511/-0.665374|
0.66612/0.745845/-0.66612|
0.666865/0.745178/-0.666865|
0.66761/0.744511/-0.66761|
0.668354/0.743843/-0.668354|
0.669098/0.743174/-0.669098|
0.669841/0.742505/-0.669841|
0.670583/0.741835/-0.670583|
0.671324/0.741164/-0.671324|
0.672065/0.740492/-0.672065|
0.672805/0.73982/-0.672805|
0.673545/0.739146/-0.673545|
0.674284/0.738473/-0.674284|
0.675022/0.737798/-0.675022|
0.675759/0.737123/-0.675759|
0.676496/0.736446/-0.676496|
0.677232/0.73577/-0.677232|
0.677967/0.735092/-0.677967|
0.678702/0.734414/-0.678702|
0.679436/0.733735/-0.679436|
0.68017/0.733055/-0.68017|
0.680902/0.732374/-0.680902|
0.681634/0.731693/-0.681634|
0.682366/0.731011/-0.682366|
0.683096/0.730328/-0.683096|
0.683826/0.729645/-0.683826|
0.684556/0.728961/-0.684556|
0.685284/0.728276/-0.685284|
0.686012/0.72759/-0.686012|
0.686739/0.726904/-0.686739|
0.687466/0.726217/-0.687466|
0.688192/0.725529/-0.688192|
0.688917/0.72484/-0.688917|
0.689641/0.724151/-0.689641|
0.690365/0.723461/-0.690365|
0.691088/0.72277/-0.691088|
0.691811/0.722079/-0.691811|
0.692532/0.721387/-0.692532|
0.693254/0.720694/-0.693254|
0.693974/0.72/-0.693974|
0.694694/0.719306/-0.694694|
0.695412/0.718611/-0.695412|
0.696131/0.717915/-0.696131|
0.696848/0.717219/-0.696848|
0.697565/0.716521/-0.697565|
0.698281/0.715823/-0.698281|
0.698997/0.715125/-0.698997|
0.699712/0.714426/-0.699712|
0.700426/0.713725/-0.700426|
0.701139/0.713025/-0.701139|
0.701852/0.712323/-0.701852|
0.702564/0.711621/-0.702564|
0.703275/0.710918/-0.703275|
0.703985/0.710214/-0.703985|
0.704695/0.70951/-0.704695|
0.705404/0.708805/-0.705404|
0.706113/0.708099/-0.706113|
0.706821/0.707393/-0.706821|
0.707528/0.706686/-0.707528|
0.708234/0.705978/-0.708234|
0.70894/0.705269/-0.70894|
0.709644/0.70456/-0.709644|
0.710349/0.70385/-0.710349|
0.711052/0.703139/-0.711052|
0.711755/0.702428/-0.711755|
0.712457/0.701716/-0.712457|
0.713158/0.701003/-0.713158|
0.713859/0.70029/-0.713859|
0.714559/0.699575/-0.714559|
0.715258/0.69886/-0.715258|
0.715957/0.698145/-0.715957|
0.716654/0.697429/-0.716654|
0.717351/0.696712/-0.717351|
0.718048/0.695994/-0.718048|
0.718743/0.695275/-0.718743|
0.719438/0.694556/-0.719438|
0.720132/0.693837/-0.720132|
0.720826/0.693116/-0.720826|
0.721519/0.692395/-0.721519|
0.722211/0.691673/-0.722211|
0.722902/0.690951/-0.722902|
0.723593/0.690227/-0.723593|
0.724282/0.689503/-0.724282|
0.724972/0.688779/-0.724972|
0.72566/0.688053/-0.72566|
